Token;Repeticiones;# de archivos
deportable;3;1
deportation;13;3
deportations;2;2
deported;3;2
deposit;18;5
deposited;2;2
deposition;2;2
depositors;2;2
deposits;9;6
depravity;2;2
depreciaci;13;4
depreciating;3;3
depreciation;6;5
depression;38;15
deprivation;5;4
deprive;5;3
dept;40;11
depth;41;33
depths;2;2
deputies;23;12
deputy;58;30
deque;2;1
der;31;7
derbyshire;2;1
derechos;2;2
deregulation;10;8
derek;3;3
derekhad;3;2
derekhadat;2;2
derivados;14;6
derivation;3;3
derive;4;3
derived;16;13
derives;4;4
dermatology;3;2
derosa;2;1
derrick;12;12
derul;6;5
derulki;2;2
derult;9;8
derwinski;10;10
des;6;2
desafectar;2;2
desarrollado;2;1
desarrollar;3;3
desarrollo;24;11
descarte;2;2
descartes;21;5
descendants;3;2
descended;2;2
descending;2;2
descent;4;4
descontar;3;2
describe;26;19
described;55;37
describes;78;53
describing;12;11
descripci;4;1
description;188;125
descriptions;14;9
descriptive;2;2
descriptor;2;1
descubri;2;2
descubrimiento;3;2
desde;24;12
desecration;8;4
desegregation;13;4
desert;6;6
desertification;2;1
desertion;2;1
deserves;2;2
design;139;66
designate;3;3
designated;6;6
designation;4;2
designations;3;1
designed;115;70
designer;2;2
designers;7;6
designing;6;4
designs;4;4
desirability;6;6
desirable;2;2
desire;39;23
desired;8;5
desires;7;7
desk;4;3
deskmedia;5;5
desktop;6;6
desktops;2;1
despair;3;2
desperate;2;2
desperately;2;2
despidos;3;2
despite;40;29
despu;2;2
destec;2;2
destiler;2;2
destinadas;4;2
destinados;3;3
destination;8;3
destinations;11;1
destined;3;3
destinies;2;2
destiny;22;13
destroy;5;4
destroyed;6;5
destroying;4;4
destroys;3;2
destruction;21;17
destructive;11;8
destruktiv;4;3
desvalorizaci;2;2
desy;4;4
det;4;3
detachment;2;2
detail;21;19
detailed;68;48
detailing;6;6
details;34;29
detained;11;8
detalla;3;3
detallan;3;3
detect;4;4
detected;4;3
detection;10;6
detective;7;3
detector;2;2
detente;12;7
detention;8;7
deterioration;8;7
determin;2;2
determinants;4;4
determinar;2;2
determination;22;18
determine;60;39
determined;29;21
determines;14;10
determining;31;23
determinism;7;3
deterred;4;1
deterrence;8;4
deterrent;4;4
deterrents;2;1
detoxification;2;1
detpub;2;2
detriment;2;2
detrimental;3;3
detroit;30;7
deuda;18;4
deudas;6;4
deudores;8;3
deutsch;8;3
deutsche;9;4
dev;14;5
devaluation;9;5
devastated;2;2
develop;60;45
developed;96;58
developer;3;2
developers;7;6
developing;58;40
development;437;129
developmental;9;5
developments;52;29
develops;5;5
devengados;2;1
devengan;3;1
devengar;2;2
deviation;5;3
device;23;16
devices;22;17
devil;2;2
devine;9;9
devised;15;7
deviza;2;2
devizahatosagi;3;2
devoid;2;2
devon;2;2
devoted;6;6
devry;4;4
dewey;22;3
dewine;5;5
dezso;4;3
df;4;3
dfait;3;3
dfg;2;1
dfo;3;3
dfrc;4;4
dfw;15;5
dg;20;5
dgac;5;4
dglnet;2;2
dgsc;3;2
dgsca;2;2
dgsys;5;5
dh;16;9
dhc;4;4
dhcp;3;3
dhhs;4;3
dhl;3;2
dhr;6;4
dhs;10;5
di;18;10
dia;6;6
diabetes;2;2
diadal;2;2
diageng;3;3
diagnosed;3;3
diagnosing;2;2
diagnosis;27;15
diagnostic;19;11
diagnosztizalt;2;1
diagram;2;2
diagrams;2;2
diak;5;5
diakok;3;3
diakszervezet;2;2
dial;227;8
dialdata;4;4
dialect;3;3
dialectic;4;3
dialin;41;5
dialins;4;4
dialip;20;6
dialix;8;5
dialnet;10;5
dialog;8;4
dialogue;29;8
dialogues;5;2
dialoguing;2;1
dialogus;2;1
dialup;205;7
dialups;9;5
diameter;3;2
diamondmm;2;2
diana;3;3
diaries;3;3
diarios;16;5
diary;2;2
diatel;4;4
dibbs;3;3
dica;4;2
diced;3;1
dicha;8;2
dichas;6;2
dicho;7;7
dichos;6;2
dichotomy;3;2
diciembre;78;7
dick;12;5
dicken;2;2
dickens;32;6
dickinson;17;8
dicks;11;11
dickson;18;18
dico;2;1
dicseret;2;2
dicseretes;2;2
dicserik;2;1
dicserni;3;1
dicserte;3;3
dicsoseg;2;2
dictates;2;2
dictating;2;2
dictator;5;5
dictatorship;11;9
did;110;55
didn;8;7
die;65;17
died;13;10
diego;36;16
dielectric;4;1
dies;14;6
diesel;18;9
diet;13;7
dietary;4;4
dietician;2;1
dieting;3;2
dietrich;3;2
diets;5;3
diez;2;1
diferencia;6;2
diferencias;4;2
differ;10;10
differed;2;2
difference;32;27
differences;97;55
different;226;106
differential;5;4
differentiate;3;3
differentiated;2;2
differently;4;4
differing;11;10
differs;5;5
difficult;53;35
difficulties;31;25
difficulty;13;12
diffused;2;1
diffusion;2;2
dig;5;5
digest;40;26
digex;21;5
digging;3;2
diggs;8;8
digi;2;2
digicool;2;2
digisys;4;4
digit;3;2
digital;40;21
digitec;2;2
dignified;2;2
dignity;5;5
digocean;2;2
digpath;2;2
dij;6;4
dija;2;2
dijas;4;4
dijat;9;7
dijjal;4;3
dik;8;3
diktalja;2;2
diktalni;2;2
diktat;2;1
diktatorikus;5;5
diktatura;11;9
diktaturaban;2;2
diktaturakra;2;1
diktaturat;2;2
diku;4;4
dilaver;2;2
dilema;2;2
dilemma;13;11
dilemmas;6;4
dilettans;2;1
diligent;3;3
dilorenzo;3;1
dim;3;3
dima;2;1
dimaggio;2;1
dimarkinc;2;2
dimension;3;3
dimensional;16;9
dimensions;11;9
diminish;5;2
diminished;8;4
diminishes;9;1
diminishing;7;4
diminution;2;1
din;2;1
dinamikaja;2;1
dinamikus;2;2
dinfsvs;5;5
ding;12;1
dingell;15;15
dinner;12;5
dinosaur;2;2
dinya;2;2
dioguardi;3;3
dios;2;1
diosgyori;3;2
diossy;3;1
dioxide;8;6
dip;7;6
diplom;7;3
diploma;6;6
diplomacia;9;7
diplomaciaban;2;2
diplomaciai;15;11
diplomacy;9;7
diplomas;3;2
diplomat;6;5
diplomatak;6;4
diplomatic;20;14
diplomats;7;3
dipoli;2;2
dips;2;2
dir;5;4
dircon;9;6
dire;3;3
direcci;15;4
direcpc;4;4
direct;65;46
directa;2;2
directcom;4;4
directed;25;20
directing;7;6
direction;35;24
directional;4;2
directions;13;11
directive;5;4
directives;3;2
directly;58;39
directnet;24;5
director;101;43
directorate;3;3
directores;2;2
directorio;8;4
directors;11;9
directory;23;15
directs;8;8
dirigalnak;2;1
dirt;3;2
dirty;4;3
dirvet;2;2
dis;14;5
disa;8;5
disabilities;54;15
disability;77;15
disabled;41;11
disabling;2;2
disadvantage;4;3
disadvantaged;10;6
disadvantages;25;15
disaggregation;2;1
disagree;4;3
disagreed;3;2
disagreement;4;4
disagreements;3;3
disagrees;5;4
disallowing;2;2
disappear;2;2
disappearances;2;2
disappeared;4;3
disappearing;3;3
disappears;2;2
disappointed;2;2
disappointment;2;2
disarmament;15;10
disassembly;2;1
disaster;4;4
disasters;2;2
disastrous;5;5
disbanded;3;3
disbelief;2;2
disbumad;2;2
disc;4;4
discharge;14;6
dischargeable;2;1
discharged;3;1
disciple;3;3
disciplinary;5;5
discipline;31;17
disciplines;7;4
disclaimers;7;7
disclose;6;5
disclosed;6;5
discloses;2;2
disclosure;20;7
disclosures;4;3
disconnected;3;2
discontent;2;1
discontinuities;3;3
discontinuous;2;2
discount;6;5
discounted;4;2
discounts;12;10
discourage;2;2
discourse;11;4
discourses;2;2
discover;16;12
discovered;19;14
discoveries;3;2
discovering;3;3
discovers;8;6
discovery;25;18
discredit;4;4
discredited;2;2
discrediting;2;2
discreet;2;2
discrepancies;3;3
discrete;4;2
discretion;5;4
discretionary;3;3
discriminate;2;1
discriminated;3;3
discriminating;6;5
discrimination;101;26
discriminatory;8;6
discriminination;2;2
discuses;2;2
discuss;37;24
discussed;76;55
discusses;587;103
discussing;21;18
discussion;286;98
discussions;21;17
disd;2;2
dise;4;3
disease;74;29
diseases;23;15
disem;3;3
disequilibrium;2;2
disfigurement;3;3
disguise;7;5
disguised;3;3
disgust;2;2
disillusionment;10;10
disinherit;3;2
disinherited;2;1
disintegration;2;2
disk;7;4
diskette;2;1
dislike;4;4
dismal;3;3
dismantling;4;4
dismay;2;2
disminuci;5;4
disminuciones;2;1
disminuy;9;3
disminuyendo;2;2
disminuyeron;5;3
dismiss;8;6
dismissal;10;8
dismissed;8;5
disney;15;12
disobedience;9;2
disobedient;2;2
disobey;2;2
disoluci;2;2
disorder;4;3
disorders;16;8
disowned;3;2
disparate;2;2
disparities;5;2
disparity;2;1
dispatch;2;2
dispatched;2;2
dispel;2;2
dispenser;2;1
disperse;5;4
dispersed;2;2
displacement;3;2
display;28;10
displayed;12;9
displays;6;6
disponible;2;2
disponibles;2;2
disposable;4;3
disposal;18;11
dispose;5;5
disposed;2;2
disposiciones;2;2
disposing;2;2
disposition;4;4
dispuso;2;1
dispute;31;17
disputed;13;8
disputes;28;13
disqualifies;2;2
disrespect;2;2
disrupt;2;2
disrupted;3;3
disruption;2;2
disruptive;13;5
dissatisfaction;3;3
dissatisfactions;2;2
dissatisfied;5;4
dissector;2;1
disseminate;3;2
dissemination;23;22
dissension;2;2
dissenters;2;1
dissenting;5;4
dissention;2;2
dissertation;2;1
dissipation;2;1
dissolution;18;7
dissolve;7;6
dissolved;4;1
dist;6;5
distance;22;12
distances;6;5
distant;4;4
distinct;15;13
distinction;22;18
distinctions;4;4
distinctly;2;2
distinguish;7;7
distinguished;7;6
distinguishes;4;4
distinguishing;3;3
distortion;3;3
distortions;3;2
distracted;2;1
distractions;2;1
distress;2;2
distribuci;5;4
distribuidores;2;2
distribuir;3;2
distribute;11;6
distributed;27;19
distributes;3;3
distributing;6;4
distribution;83;37
distributions;8;2
distributor;5;2
distributors;11;2
district;119;34
districts;10;7
disturbance;3;3
disturbances;7;2
disturbed;9;4
disturbing;6;6
disunity;3;3
disz;2;1
diszfunkcionalis;2;1
diszkriminacio;3;2
diszkriminaciot;2;2
diszletek;2;2
diszno;2;2
dit;4;3
dito;6;3
ditos;24;5
diurnal;2;1
div;5;5
divergence;3;2
divergent;8;7
diversas;2;2
diverse;11;9
diversificar;2;1
diversification;2;2
diversified;5;5
diversify;2;2
diversity;17;11
diversos;4;3
diverted;2;2
diverticulosis;2;1
divi;5;5
divide;13;10
divided;16;14
dividendos;25;5
dividends;3;1
divides;3;2
dividing;2;2
divine;15;11
diving;4;4
divinity;5;4
divisi;11;5
division;60;32
divisions;13;10
divisive;3;3
divisiveness;3;3
divorce;18;2
divorcecare;4;4
divorced;2;2
divorcing;2;2
dixie;5;4
dixon;18;17
dj;4;2
djcs;2;2
djf;4;1
djh;2;2
dk;174;7
dkeep;3;3
dknet;3;3
dkrz;2;2
dl;9;5
dla;17;5
dlcwest;5;4
dlr;4;2
dlsu;5;5
dlu;5;5
dm;4;3
dma;4;2
dmacc;4;4
dmc;2;2
dmccorp;2;2
dmci;5;5
dmcs;2;2
dme;2;2
dmi;8;5
dmitriev;2;2
dmitry;3;3
dmr;3;3
dmrtc;3;3
dmsc;3;3
dmt;2;2
dmv;18;5
dn;5;5
dna;6;5
dnaco;4;4
dnai;7;6
dnblab;2;2
dnc;4;1
dnd;20;5
dne;2;2
dnek;2;2
dnes;2;2
dnesreported;2;2
dnet;10;5
dni;23;2
dniester;8;2
dnmi;4;4
dnp;2;2
dnr;2;2
dny;3;3
do;294;127
doa;5;3
doas;4;4
dob;3;2
dobbenetes;3;3
dobjuk;2;1
dobogo;2;2
dobos;7;7
doc;12;5
doce;2;2
docker;4;4
doctor;54;20
doctorow;2;1
doctors;34;14
doctrine;35;21
doctrines;8;7
document;53;31
documentary;6;5
documentation;16;11
documented;10;9
documenting;2;2
documentos;7;4
documents;55;34
dod;2;2
dodd;13;13
dodgenet;3;3
doe;59;9
does;179;70
doesn;15;14
dofm;2;2
dog;5;4
dogei;2;2
dogkeselyuk;5;3
doglodik;2;2
doglott;2;2
dogma;3;3
dogs;3;3
dohanygyar;2;1
doi;7;4
doing;46;34
doit;2;2
doitnow;2;1
dok;3;1
doktor;5;4
doku;2;2
dokumentalt;2;1
dokumentum;18;13
dokumentuma;2;1
dokumentumaiban;3;1
dokumentumban;2;1
dokumentumok;10;7
dokumentumokat;5;4
dokumentumot;5;5
dokumentumtervezetet;2;1
dol;16;8
dola;2;2
dolby;3;3
dole;24;23
doleta;7;5
dolga;11;8
dolgok;17;12
dolgokat;8;6
dolgot;4;4
dolgoz;4;3
dolgozik;10;9
dolgozna;2;2
dolgoznak;14;13
dolgozni;5;4
dolgozo;13;8
dolgozoi;2;1
dolgozok;19;8
dolgozoknak;2;2
dolgozot;3;3
dolgozott;7;5
dolgozzak;2;2
dolguk;4;4
doll;14;3
dollar;75;35
dollarba;2;2
dollarert;4;2
dollarmilliardokat;2;1
dollarnyi;6;6
dollaros;18;11
dollarra;10;9
dollarral;10;7
dollars;13;12
dollart;28;17
dolog;41;25
dologban;5;4
dologgal;2;2
dologi;2;2
dolognak;8;7
dologra;3;3
dologrol;2;2
dologtalannak;2;1
dolphin;7;1
dolphins;10;1
dolphinwatch;7;1
dolt;2;2
dom;11;4
domain;18;8
domb;4;1
dome;2;1
domenici;15;15
domestic;110;46
domestically;3;3
domhoff;2;1
dominance;12;11
dominans;2;1
dominant;25;18
dominate;4;3
dominated;15;13
dominates;3;2
dominating;2;2
domination;9;7
domingo;2;1
dominican;12;8
dominick;4;4
dominique;2;2
domokos;5;5
don;98;46
donald;8;7
donaldson;4;1
donate;3;1
donated;4;3
donates;2;2
donation;14;6
donations;6;4
donau;3;3
donde;22;14
done;59;43
donees;2;1
donet;3;2
donetsk;4;2
donne;10;1
donnelly;11;11
donohue;3;3
donor;4;1
dont;11;10
dontenek;2;2
donteni;5;4
dontenie;4;4
dontes;19;12
dontese;5;4
dontesek;6;6
donteseket;3;3
donteset;6;6
donteshozo;2;2
dontessel;2;2
dontest;9;9
donti;2;2
dontik;5;5
donto;10;10
dontoben;2;2
dontott;20;17
dontotte;2;1
dontottek;10;10
dontsd;3;1
dontse;3;2
dontsenek;2;1
donu;2;1
door;8;7
doors;8;5
doorstep;2;2
dordt;5;5
dorgan;9;9
doris;4;2
dorm;32;7
dormal;8;3
dormitory;2;2
dormlab;2;2
dorms;15;5
dorn;4;4
dornan;9;9
dornbach;2;2
dornier;2;2
dorrit;2;1
dorsai;10;5
dortmund;7;4
dos;37;17
doshisha;3;3
dosli;2;2
dosszie;3;2
dost;2;2
dostoevsky;2;1
dostoyevsky;15;4
dot;18;6
dott;2;1
double;24;18
doubled;4;4
doubt;11;9
doubted;2;1
doubtful;2;2
doubts;5;5
doug;8;5
dougherty;4;4
douglas;23;15
douglass;2;2
dover;3;3
dow;26;15
dowco;3;3
dowcornusa;2;2
dowdy;9;9
dowelanco;4;4
dowell;6;3
dowjones;2;2
down;102;57
downdraft;2;1
downeast;2;2
downey;13;13
downfall;2;2
downing;4;4
download;13;10
downloaded;6;6
downloading;3;2
downs;3;3
downstream;6;4
downtown;3;2
downward;4;4
doyle;3;1
doyles;2;1
dozen;8;8
dp;10;5
dpc;3;3
dpge;2;1
dpi;6;4
dpie;5;5
dpp;2;2
dpsc;3;3
dptek;4;4
dr;162;51
dra;9;5
dracula;2;2
draft;30;16
drafted;13;9
drafting;5;4
drafts;3;3
drag;6;3
draga;7;6
dragabb;5;4
dragabban;2;2
dragon;4;4
dragult;2;2
drahamane;2;2
drain;4;3
drainage;5;3
drained;3;2
drake;6;6
drama;38;11
dramai;6;5
dramas;4;3
dramatic;36;15
dramatically;6;6
dramatist;4;3
dramatists;2;2
dramatizing;2;2
dramaturgy;2;2
drao;2;2
draper;3;3
draskovics;3;2
drastic;7;6
drastically;2;2
drasztikus;3;3
draw;11;11
drawback;4;3
drawbacks;15;10
drawer;2;2
drawing;12;10
drawings;5;1
drawn;17;15
draws;12;12
drc;5;5
drea;2;2
dread;2;2
dream;23;14
dreams;8;6
dreamscape;4;4
dreamworks;3;3
drec;2;2
dred;4;3
dreier;7;7
dreiser;5;1
drenet;2;2
dres;3;3
dresden;3;2
dress;10;7
dressing;9;2
dressings;2;2
drev;3;3
drew;18;15
drexel;21;7
dreyer;2;1
dreyfus;5;2
dri;2;2
dried;5;3
drift;2;2
drilling;4;3
drina;3;2
drinan;8;8
drink;10;7
drinking;13;11
drinks;3;1
dris;5;5
drive;26;21
driven;10;9
driver;24;11
drivers;4;3
drives;2;2
driving;28;11
drjhg;2;2
drogfogyaszto;2;1
drogfuggove;2;1
drogmentesen;2;1
drop;31;17
dropouts;4;2
dropped;4;4
dropping;7;5
drops;3;3
drought;3;3
drove;2;2
drowned;2;1
drs;4;4
drucker;2;1
drug;116;33
drugs;58;17
drury;5;4
dry;12;8
dryden;4;4
ds;8;3
dsa;6;5
dsava;2;2
dsc;2;2
dscc;4;4
dsccc;4;4
dscga;2;2
dse;2;2
dsfm;2;2
dsi;11;4
dsmd;2;2
dsmnet;3;3
dsnet;4;3
dso;2;2
dsoe;2;2
dsp;2;2
dsphere;5;5
dsr;2;2
dsrd;3;3
dss;3;2
dst;6;4
dstc;5;3
dsto;10;5
dsu;15;6
dsusd;3;3
dsv;5;5
dszereket;2;1
dt;10;5
dtag;6;5
dtc;4;4
dtcc;5;5
dtd;3;3
dtek;4;4
dti;2;2
dts;3;3
dttus;5;5
dtu;11;5
dtv;2;2
dtx;4;4
du;117;10
dual;16;9
dualism;4;3
duas;2;2
dub;4;4
dubai;6;1
dublin;8;6
dubliners;4;1
dubna;2;2
dubois;10;5
dubos;2;2
dubov;6;1
dubrovniki;4;3
duc;7;5
ducaru;2;1
duchess;3;2
ducomm;4;4
duct;3;1
ductos;2;2
ducts;3;1
dudoso;6;3
due;116;63
duel;2;2
dues;7;1
duesenberry;2;2
duesseldorf;5;4
duggan;2;2
dugtak;2;2
duh;2;1
duhe;4;1
duheimet;2;1
duhong;2;2
duhos;2;1
dui;25;2
duisburg;4;4
dukakis;3;2
duke;73;10
dukepower;5;5
dul;5;5
dulski;3;3
duluth;5;5
duma;59;17
dumbwaiter;3;1
dumitru;3;3
dump;2;1
dumped;2;2
dumping;5;4
dun;2;2
duna;39;15
dunai;23;7
dunakeszi;3;2
dunantuli;2;2
dunbar;4;3
duncan;26;21
dundee;10;5
dune;3;1
dungeon;5;5
dunn;3;3
dup;2;2
dupage;10;3
dupla;3;3
dupont;12;11
duq;13;5
dur;5;5
durability;2;2
durable;2;1
duraci;3;3
durante;39;11
duratek;2;1
duration;16;12
duray;3;2
durbin;6;6
durchgef;2;1
durenburger;8;8
durham;10;6
during;448;146
durkheim;8;5
durkin;5;5
durv;2;1
durva;3;3
durvan;2;2
durvasaga;2;1
dusable;3;3
dusan;4;3
dust;7;5
dutch;5;5
duties;28;16
duty;48;27
duvall;9;1
duvel;2;1
dux;3;3
dv;2;2
dvc;3;3
dve;3;2
dwc;3;3
dwelling;7;3
dwellings;3;1
dwights;3;3
dwu;2;2
dwx;3;2
dwyer;12;10
dy;4;4
dying;16;9
dylan;3;3
dymally;7;7
dynamic;28;17
dynamical;4;3
dynamically;3;3
dynamics;40;30
dynamique;3;1
dynamo;2;2
dynasty;5;3
dyncorp;2;2
dyniet;2;2
dynip;340;6
dysfunction;2;1
dyson;7;7
dzn;3;3
ea;10;6
eac;3;3
each;353;136
eacute;3199;44
eafit;2;2
eag;5;5
eagan;3;3
eager;3;3
eagle;5;5
eaglenet;5;5
eaglequest;5;5
eagles;5;5
eagleton;15;15
eamon;2;2
ear;2;2
earl;2;1
earlham;7;4
earlier;51;41
earliest;8;8
early;147;87
earmarked;3;3
earn;7;5
earned;5;5
earnest;2;1
earning;6;5
earnings;9;8
earth;56;28
earthcom;3;3
earthen;2;1
earthlight;5;5
earthlink;9;6
earthnet;2;2
earthquake;2;2
earthsave;12;3
eas;6;5
ease;6;6
eased;2;1
easement;5;1
easements;2;1
easier;16;12
easily;22;20
east;215;67
eastbourne;4;1
eastcoast;5;5
eastern;72;43
eastland;8;8
eastman;15;9
easton;5;5
eastward;10;4
easy;37;28
easyinternet;2;2
easynet;8;5
easyst;2;2
eat;7;4
eating;18;8
eau;4;4
eazy;2;2
eb;5;5
ebay;3;3
ebb;4;2
ebbe;7;6
ebben;113;37
ebbenaz;2;2
ebbol;42;26
ebgi;2;2
ebicom;5;5
ebrd;11;8
ebredj;2;2
ebredo;2;2
ebreszto;3;2
ebtech;3;3
ebullici;2;1
eburg;4;4
ebytem;4;3
ec;35;9
ecc;7;5
eccentricities;2;2
ecclesiastics;2;1
ece;31;7
ecentral;2;2
ecf;5;4
echelon;3;2
echo;7;5
echonyc;4;4
eci;2;2
ecip;2;2
eckart;5;5
eckerd;3;3
eckert;4;4
eckhardt;8;8
eclec;3;3
eclipse;10;7
ecm;3;2
ecmwf;10;5
ecn;25;6
ecnet;3;2
eco;15;2
ecole;3;1
ecological;25;9
ecology;117;105
econ;34;11
econbus;2;2
econom;4;4
econometric;5;2
econometrics;6;3
economia;2;2
economic;535;89
economical;2;2
economically;6;6
economics;229;114
economies;15;7
economist;3;3
economists;16;8
economy;180;54
economyand;2;2
ecos;3;1
ecosoft;2;2
ecosystem;4;4
ecosystems;3;2
ecp;5;4
ecs;7;4
ecsanet;2;2
ecse;2;2
ecsis;4;4
ecst;6;5
ecstasy;2;2
ect;5;4
ecu;11;6
ecua;4;4
ecuador;23;11
ecuadorian;2;1
ecuatoriano;2;2
ed;92;19
eda;2;2
edaco;3;3
edb;3;3
edc;7;5
edcoe;3;3
eddig;53;29
eddigi;17;11
eddigieknel;2;2
eddsz;5;2
eden;15;8
edenbbs;2;2
edenpr;2;2
edes;2;2
edf;4;2
edgar;27;19
edge;36;20
edgemont;2;1
edible;2;2
edina;2;1
edinboro;8;4
edinburgh;6;3
edit;28;3
edited;6;6
edith;4;3
editing;8;3
edition;12;11
editor;50;34
editorial;10;9
editorials;2;2
editors;11;9
edmonds;2;2
edmondson;2;2
edmonton;21;5
edmund;5;4
edn;4;2
edna;3;2
ednet;7;5
edp;6;4
edpsych;2;2
eds;18;7
edsa;2;2
edsc;2;2
edsdrd;2;2
edsup;4;4
edt;2;1
edu;10804;21
eduard;3;3
eduardo;4;4
educ;41;6
educate;8;6
educated;6;6
educating;9;8
education;503;142
educational;166;56
educator;6;6
educators;4;3
educom;2;2
edumaster;2;2
edward;8;7
edwards;46;21
edwin;2;1
ee;155;9
eec;2;2
eece;2;2
eecom;3;3
eecs;28;5
eee;9;5
eeee;78;39
eeeeeee;156;39
eel;3;3
eeng;5;4
eeo;2;1
eeoc;8;3
eerc;4;4
eese;3;2
efd;3;3
efect;4;3
efectiva;3;3
efectivo;4;2
efecto;10;4
efectos;4;1
efectuado;2;2
efectuar;3;3
eff;2;2
effect;177;83
effected;4;4
effecting;7;7
effective;87;53
effectively;31;18
effectiveness;68;36
effector;2;2
effects;275;83
effele;4;4
efficacy;6;6
efficiency;48;25
efficient;24;18
efficiently;2;2
effingham;2;2
effort;43;30
efforts;93;62
efi;6;5
eficiente;2;2
efluentes;2;1
efn;5;5
eforie;2;1
efp;2;2
efrei;2;2
eg;23;9
egalitarian;3;3
egerszegi;5;4
egesz;96;33
egesze;3;3
egeszeben;14;11
egeszen;21;14
egeszet;9;7
egeszre;2;2
egeszsegbiztositas;2;2
egeszsegbiztositasi;9;8
egeszsegbiztosito;4;3
egeszseges;6;4
egeszsegesen;2;2
egeszsegi;5;4
egeszsegugy;8;4
egeszsegugyben;6;5
egeszsegugyet;2;1
egeszsegugyi;36;16
egeszsegvedelmi;2;2
egetoen;3;2
egg;8;7
egis;2;1
eglin;5;5
ego;2;2
egocentricity;2;1
egr;14;5
egresos;9;3
egri;3;3
egvilagon;2;2
egy;1058;42
egyaltalaban;4;3
egyaltalan;29;19
egyaltalannem;2;2
egyar;2;2
egyarant;21;16
egybegyult;3;2
egybehangzoan;2;2
egyben;16;11
egyeb;44;23
egyebek;9;7
egyebkent;51;25
egyed;5;3
egyedi;4;4
egyedul;19;14
egyedulallo;3;3
egyedulalloan;2;2
egyelore;15;12
egyen;2;2
egyenek;2;1
egyenes;7;7
egyenesben;2;2
egyenesen;4;4
egyeni;10;9
egyenileg;4;3
egyenjoguak;2;2
egyenkent;3;3
egyenl;2;2
egyenlege;2;1
egyenlo;4;4
egyenloseg;2;2
egyenrangu;4;3
egyenruhak;2;1
egyensuly;5;2
egyensulyat;5;5
egyertelmu;10;7
egyertelmuen;12;10
egyertelmuve;3;3
egyes;61;30
egyesek;7;6
egyesiteni;2;2
egyesules;7;5
egyesulet;8;8
egyesuletek;4;2
egyesuletenek;2;2
egyesult;43;16
egyet;28;21
egyetem;18;12
egyetemben;2;2
egyetemek;9;7
egyetemeken;5;4
egyetemekrol;3;3
egyetemen;9;7
egyetemes;6;5
egyetemi;25;19
egyetemista;3;3
egyetemre;3;2
egyetert;15;11
egyetertek;2;2
egyetertenek;7;6
egyetertes;12;9
egyetertesben;2;2
egyetertesevel;2;2
egyetertett;5;5
egyetertettek;3;3
egyetertettekabban;2;2
egyetlen;86;35
egyeves;2;2
egyezm;3;1
egyezmeny;6;3
egyezmenyt;4;4
egyezseg;3;3
egyezseget;2;2
egyeztetes;4;3
egyeztetett;2;2
egyeztetnek;2;2
egyezteto;7;5
egyeztetotargyalasok;2;1
egyfajta;13;9
egyfelol;2;1
egyforma;5;2
egyforman;3;3
egyh;4;1
egyharmad;3;3
egyharmada;2;2
egyharmadat;3;3
egyhaz;25;13
egyhazak;11;8
egyhazakrol;2;1
egyhazat;3;2
egyhazgyalazas;2;2
egyhazi;38;17
egyhaziegyetemek;2;1
egyidejuleg;9;8
egyik;138;38
egyike;10;9
egyikenek;3;3
egykor;8;7
egykori;32;16
egym;5;3
egymas;24;14
egymashoz;3;3
egymasnak;13;9
egymasra;3;3
egymassal;14;11
egymast;18;12
egymastol;3;3
egymilliard;15;9
egymillio;9;6
egynapos;3;3
egynegyed;2;2
egyoldalu;2;2
egyoldaluan;3;2
egyolyan;2;2
egypt;28;9
egyptian;18;6
egyre;68;30
egyreszt;23;11
egys;5;1
egyseg;3;3
egysege;2;2
egysegek;2;2
egysegert;2;1
egyseges;10;10
egysegesen;3;3
egyseget;4;4
egysegpart;3;3
egyszazalekos;3;2
egyszemelyes;2;2
egyszer;56;32
egyszeri;5;4
egyszerre;15;11
egyszersmind;2;2
egyszeru;15;13
egyszeruen;23;17
egyutt;59;26
egyuttal;8;8
egyuttes;7;6
egyuttese;2;2
egyuttesen;5;3
egyuttmukodes;24;13
egyuttmukodesben;3;3
egyuttmukodese;2;2
egyuttmukodesen;2;2
egyuttmukodesenek;3;3
egyuttmukodeset;3;2
egyuttmukodesi;21;11
egyuttmukodesnek;3;2
egyuttmukodesre;6;5
egyuttmukodesrol;4;3
egyuttmukodest;18;8
egyuttmukodesuk;2;1
egyuttmukodesuket;5;2
egyuttmukodnek;13;2
egyuttmukodni;4;4
egyuttmukodott;2;2
egyuttmukodve;3;3
egzisztencialis;5;2
eh;31;29
ehelyett;4;4
ehes;5;4
ehezo;3;3
ehhez;50;27
ehhs;5;5
ehime;2;2
ehnr;2;2
ehp;2;2
ehs;4;3
ehsg;3;3
ei;15;11
eia;2;2
eiccd;3;3
eid;5;5
eielson;2;2
eigenen;2;1
eigenmann;5;5
eight;36;23
eighteenth;6;5
eighth;2;2
eighty;2;2
eik;4;4
eilberg;6;6
eiler;3;1
eindhoven;2;2
eine;5;1
einem;2;1
einet;4;4
einev;2;2
einstein;2;2
eireann;3;3
eirenet;3;3
eis;6;4
eisenhower;5;3
either;101;57
eiu;11;6
ej;2;2
ejack;2;2
ejecuci;2;2
ejecutivo;6;4
ejecutivos;3;3
ejemplo;4;2
ejercer;2;2
ejercicio;44;9
ejercicios;12;5
ejjel;5;5
